idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629284,1866,2,2,1,1,1,1,15,2,0,1,22,9,2025,14,37,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2010,20,2010,25,2,2,,1,-5.0,1.0,20000.0,2,,,,,,2,,1,100.0,2,,,,2,2,,,1,2,,2,4,1,100,30000000.0,Thirty million,25000000.0,twenty-five million,70.0,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,2,,2,2,2,,,,,,,,,,,,1,4.0,3.0,1,2,2,1,1,1.0,"It produces men's clothing (Yakhan Qaq), which is the latest in the Afghan market in terms of quality.",2,,2,,,,,,,,,2,,,2,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,1,1.0,2024.0,2000000.0,1.0,2.0,2.0,2.0,1.0,2.0,3000000.0,2,2,2,1.0,,,2,10,1.0,,0.0,-5.0,20,1.0,,-5.0,0,1,2.0,2.0,2.0,,45,3,2,-6,,,2,,2,,0.0,,2,,,2,,,1,0,0,2,1,1,1,4,0,0,3,2,1,1,0,11,14,8,13,12,1,5,10,4,6,3,7,9,15,2,8,11,14,8,13,12,1,5,10,4,6,3,7,9,15,2,40,25,50.0,,30.0,10.0,30.0,0.0,,25,3,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,0,0.0,0,,,0,3860000,154400.0,1500000.0,,2000000.0,4,22,9,2025,17,3,1,4,1,,,1,1,1,1,2,1410,1,2,2,0,1.2358818,1.7817818,3.235125,7
1629285,1870,2,1,1,1,1,1,8,2,0,1,15,7,2025,11,12,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2017,12,2017,9,2,2,,2,,,,1,45.0,5.0,0.0,7.0,,1,60.0,2,,2,,,,1,2,,,2,2,,2,4,1,100,15000000.0,Fifteen million,10000000.0,Ten million,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,10.0,3.0,1,2,2,1,1,1.0,They introduced a paint to the market called 'Tolo' that did not previously exist in the market in terms of quantity and quality.,1,"Contracted with transportation companies, the product will be delivered to the customer as soon as possible.",1,100000.0,,,,,,,,2,,,3,2,,1,2,100,0,0,0,0,0,0,1,100000.0,0.0,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,10,1.0,,1.0,-6.0,0,,,,0,1,1.0,2.0,2.0,,65,3,1,2,,3.0,1,1.0,1,45.0,0.0,,2,,,2,,,2,3,1,2,-9,0,2,4,0,0,3,2,3,2,0,11,5,12,9,2,10,15,14,3,4,13,6,1,8,7,8,11,5,12,9,2,10,15,14,3,4,13,6,1,8,7,18,12,60.0,,10.0,8.0,0.0,0.0,,6,2,2,2,,,,,,,1,4.0,4.0,0,0,,,2,,,2,,0,1,1500,19125.0,-9,,,1500,800000,0.0,10000000.0,,100000.0,9,15,7,2025,12,45,1,1,1,,,1,1,1,1,2,2022,1,1,2,0,1.61115,2.3797135,4.008844,2
1629286,1875,4,1,2,1,3,2,5,2,0,1,22,10,2025,9,39,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2010,2,2010,10,2,2,,2,,,,1,2.0,2.0,35.0,0.0,,2,,1,40.0,2,,,,1,2,,,1,2,,1,4,62,100,10000000.0,Ten million,-9.0,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,2,-4.0,3.0,1,-7,1,2,1,1.0,"New cars, better service for passengers",2,,1,-9.0,,,,,,,,2,,,3,2,,1,1,100,0,0,0,0,0,0,1,-9.0,-9.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,-9,1,3.0,2.0,2.0,,-9,2,3,2,,3.0,1,4.0,1,3.0,-8.0,,2,,,2,,,0,0,1,2,0,1,1,0,1,0,1,0,1,0,0,3,7,4,13,9,10,12,14,5,11,15,1,8,2,6,4,3,7,4,13,9,10,12,14,5,11,15,1,8,2,6,12,5,80.0,,,,,,0.0,10,2,0,2,,,,,,,2,,,0,0,,,2,,,1,1.0,0,0,600,10500.0,-9,,,-9,500000,250000.0,,,,-8,22,10,2025,10,18,1,4,1,,,1,1,2,2,2,4921,2,1,4,0,4.6983156,7.494959,13.3507,22
1629287,1879,2,1,1,1,1,1,7,2,0,1,29,9,2025,10,7,2025,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2016,5,2016,16,2,2,,1,-6.0,2.0,-9.0,2,,,,,,1,20.0,2,,2,,,,-7,2,,,2,2,,2,4,1,100,2800000.0,Two million eight hundred thousand,2700000.0,two million seven hundred thousand,70.0,100,0,0,,,,,,,,,,10,90,2.0,,,,,,,,2,,4,4,-9,,,,,,,,,,,,2,20.0,3.0,3,2,2,1,1,1.0,The change in production of the plastic domain has changed both in form and quality.,2,,1,200000.0,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,600000.0,0.0,,600000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,50,3.0,,1.0,-6.0,25,3.0,,-6.0,20,1,1.0,2.0,2.0,,130,3,1,1,-5.0,,2,,2,,0.0,,2,,,2,,,2,3,0,0,-9,0,0,3,0,0,0,4,0,0,0,12,4,2,15,5,6,11,10,14,13,7,9,3,1,8,12,12,4,2,15,5,6,11,10,14,13,7,9,3,1,8,7,7,60.0,,5.0,2.0,0.0,0.0,,2,2,1,1,5.0,,0.0,,,0.0,2,,,0,0,,,2,,,1,1.0,0,0,8888,60000.0,0,,,-9,540000,26400.0,680000.0,,11000000.0,2,29,9,2025,11,42,1,1,1,,,1,1,1,1,2,2220,1,1,2,0,1.61115,2.3797135,4.008844,2
1629288,1893,4,1,1,1,3,1,5,2,0,1,6,8,2025,11,31,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2017,4,2017,12,2,2,,2,,,,2,,,,,,2,,2,,2,,,,-7,2,,,2,2,,2,4,62,100,8000000.0,Eight million,2000000.0,Two million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,2,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,1,200000.0,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,20,3.0,,0.0,-5.0,10,3.0,,-5.0,10,1,2.0,2.0,2.0,,110,3,1,2,,3.0,2,,2,,0.0,,2,,,1,-6.0,2.0,2,3,3,1,1,1,0,1,1,0,2,3,1,1,2,3,14,2,12,15,7,11,6,8,5,13,10,4,1,9,12,3,14,2,12,15,7,11,6,8,5,13,10,4,1,9,5,5,50.0,,,,,,0.0,1,1,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,200,1200.0,30,1.0,,2000,400000,25000.0,,,,20,6,8,2025,12,40,1,1,1,,,1,1,1,1,2,4923,1,1,4,0,2.7649214,5.415388,10.492743,5
1629289,1909,4,1,4,1,3,4,5,1,0,1,9,8,2025,9,20,2024,3,21,95,1,2.0,1.0,1.0,1.0,,4,,1,100,0,0,0,2,,2020,5,2020,5,2,2,,2,,,,2,,,,,,1,40.0,2,,2,,,,-7,2,,,1,2,,-7,4,62,100,1500000.0,ONE MILLION AND FIVE HUNDRED THOUSAND,2000000.0,TWO MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,7.0,2.0,4,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,0,1,2.0,2.0,2.0,,72,3,3,-6,,,1,2.0,1,40.0,0.0,,2,,,1,7.0,2.0,1,0,2,0,0,1,0,1,0,0,0,3,0,3,0,8,3,5,7,14,9,6,1,10,11,12,13,15,4,2,14,8,3,5,7,14,9,6,1,10,11,12,13,15,4,2,5,5,5.0,,,,,,0.0,2,2,1,1,,,,,,0.0,2,,,0,8,0.0,1.0,2,,,1,2.0,0,0,100,2500.0,0,,,0,800000,300000.0,,,,4,9,8,2025,10,47,1,2,1,,,1,1,2,2,2,4690,4,1,4,0,4.27105,5.971265,14.54295,51
1629290,1917,2,1,2,1,1,2,37,2,0,1,27,10,2025,13,28,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,1,100.0,2020,7,2020,15,1,2,,2,,,,1,3.0,0.0,30.0,,10000.0,2,,2,,2,,,,1,2,,,1,2,,1,3,1,100,12000000.0,Twelve Million,8000000.0,Eight Million,80.0,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,3,3,2,3.0,2.0,,1.0,3.0,2.0,1.0,2.0,,1.0,2.0,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,-9,1,80,0,0,0,0,20,0,1,100000.0,150000.0,70.0,,0.0,,0.0,,0.0,,0.0,,30.0,,0.0,,1,2,2,,,,,,,,,,,2,1,2,,4.0,,2,0,,,,,0,,,,5,1,2.0,2.0,2.0,,60,2,3,-6,,,2,,2,,-8.0,,2,,,2,,,3,2,1,-7,0,1,-9,1,3,0,4,2,1,0,0,11,8,3,10,2,15,13,4,12,5,14,9,7,6,1,11,11,8,3,10,2,15,13,4,12,5,14,9,7,6,1,37,20,30.0,,20.0,17.0,20.0,5.0,,6,8,6,2,,,,,,,2,,,80,60,50.0,1.0,2,,,1,2.0,0,1,300,4000.0,100,1.0,,4000,4000000,150000.0,5000000.0,,4500000.0,3,27,10,2025,15,57,1,2,1,,,1,2,2,2,4,1410,2,1,2,0,2.7423851,3.2991145,5.109369,18
1629291,1929,2,3,1,1,1,1,60,2,0,1,24,9,2025,11,50,2025,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2014,90,2014,20,2,1,ISO9001-2015,2,,,,2,,,,,,1,30.0,1,5.0,2,,,,2,1,10.0,1.0,1,2,,2,4,1,100,675000000.0,six hundred seventy five million,150000000.0,One hundred fifty million,100.0,100,0,0,,,,,,,,,,0,100,1.0,Iran (Islamic Republic of),1.0,2.0,0.0,2.0,0.0,5.0,2,,2,1,2,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2,42.0,3.0,2,2,2,2,1,1.0,"They produce skewers with grades 60 and 75, which are new domestic products in the Afghan market.",2,,2,,,,,,,,,2,,,2,2,,1,1,100,0,0,0,0,0,0,1,25000000.0,0.0,25.0,,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,25,1.0,,0.0,-5.0,10,1.0,,0.0,5,1,2.0,2.0,2.0,,35,2,2,-6,,,2,,2,,0.0,,2,,,2,,,2,3,0,1,1,1,1,4,0,0,4,0,2,1,3,14,2,4,12,8,11,13,7,9,6,1,15,5,3,10,11,14,2,4,12,8,11,13,7,9,6,1,15,5,3,10,150,50,10.0,,110.0,40.0,0.0,0.0,,40,60,10,1,10.0,,40.0,,,0.0,2,,,0,30,0.0,6.0,2,,,1,2.0,0,0,518500,3500000.0,0,,,0,27000000,580000.0,111000000.0,,10000000.0,20,24,9,2025,13,31,1,4,1,,,1,1,1,1,2,2410,1,3,2,0,1.0,1.2909241,2.5241895,13
1629294,1951,2,1,4,1,1,4,5,2,0,1,5,8,2025,15,53,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2019,8,2019,7,2,2,,2,,,,2,,,,,,2,,1,100.0,1,8.0,2.0,7000.0,1,2,,,1,2,,-7,4,1,100,3000000.0,THREE MILION,2000000.0,TWO MILLION,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,1,50000.0,,,,,,,,2,,,4,1,150000.0,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,3.0,,,2,0,,,,,0,,,,0,1,2.0,2.0,2.0,,48,3,3,-6,,,2,,2,,0.0,,2,,,1,10.0,2.0,0,3,0,0,0,2,0,3,0,1,2,3,0,1,0,9,10,8,4,13,7,12,2,11,15,6,14,5,1,3,12,9,10,8,4,13,7,12,2,11,15,6,14,5,1,3,5,8,0.0,,4.0,1.0,0.0,0.0,,1,3,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,-7,,30,1.0,,1200,1500000,70000.0,1000000.0,,5000000.0,2,5,8,2025,17,3,1,1,1,,,1,2,2,2,2,2023,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629295,1960,4,1,4,1,3,1,9,1,0,2,31,8,2025,10,23,2024,3,21,95,1,2.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2024,9,2024,10,2,2,,2,,,,2,,,,,,2,,1,-9.0,2,,,,-6,2,,,2,1,1.0,2,4,4,100,6850000.0,six million eight hundred fifty thousand,-7.0,,,100,0,0,,,,,,,,,,60,40,1.0,China,1.0,3.0,-9.0,2.0,-9.0,5.0,2,,-9,-9,2,,,,,,,,,,,,2,-4.0,3.0,1,-7,2,2,1,2.0,"Three years ago, this company was inactive. Previously, it produced and sold paints from ordinary chemicals, but for the newly launched products, we planned to use natural materials.",2,,1,2000000.0,,,,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,1,2700000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,1,2,-9.0,2024.0,1000000.0,2.0,,,,,,,2,2,2,1.0,,,2,30,3.0,,0.0,-5.0,100,3.0,,-5.0,50,1,4.0,2.0,2.0,,-9,1,1,-6,,,1,2.0,1,15.0,0.0,,1,5.0,2.0,1,5.0,2.0,0,3,0,0,0,3,3,3,3,0,3,0,0,3,3,7,3,5,14,12,1,15,13,6,11,10,9,4,2,8,8,7,3,5,14,12,1,15,13,6,11,10,9,4,2,8,17,-7,,13.0,,,,,0.0,4,10,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,420,5880.0,0,,,0,2400000,150000.0,,,,4,31,8,2025,11,54,1,4,1,,,1,1,1,1,2,4100,4,1,4,0,4.27105,5.971265,14.54295,51
1629296,1965,3,2,1,1,3,1,105,2,0,1,16,7,2025,9,51,2024,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2016,20,2016,10,2,2,,2,,,,2,,,,,,1,30.0,2,,2,,,,1,2,,,1,2,,2,4,3,100,40000000.0,Forty million,50000000.0,Fifty million,,0,0,100,India,1.0,10.0,0.0,3.0,0.0,15.0,2.0,2016.0,100,0,,,,,,,,,1,1.0,3,3,3,2.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,3,,,1,2,2,2,1,1.0,We have improved the quality of the product,1,We clean the product and use high quality materials in the packaging to prevent external damage,1,1000000.0,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,2000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,1,,4.0,,2,50,3.0,,5.0,10.0,50,3.0,,4.0,30,1,4.0,1.0,2.0,,280,1,1,2,,3.0,2,,2,,0.0,,1,3.0,2.0,1,3.0,2.0,2,1,1,1,1,3,2,2,0,1,3,2,1,3,4,14,13,2,3,11,7,5,1,4,15,12,10,6,8,9,1,14,13,2,3,11,7,5,1,4,15,12,10,6,8,9,60,100,10.0,,,,,,0.0,10,50,0,1,,,,,,0.0,1,1.0,1.0,50,20,0.0,6.0,1,0.0,3.0,2,,1,1,900,15000.0,0,,,0,800000,100000.0,,,,10,16,7,2025,11,13,1,1,1,,,1,1,1,1,2,4630,1,2,3,0,1.0,1.0,2.3648567,9
1629297,1967,2,1,1,1,1,1,14,2,0,1,23,9,2025,10,16,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2024,10,2024,10,2,2,,2,,,,2,,,,,,2,,2,,2,,,,1,2,,,1,2,,2,4,1,100,800000.0,Eight hundred thousand,-7.0,,30.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,3,3,,,,,,,,,,,,2,-4.0,3.0,2,2,2,2,2,,,2,,1,20000.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,3.0,,0.0,-5.0,15,3.0,,-5.0,10,2,,,,,80,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,2,1,1,0,1,0,3,2,0,1,2,1,1,1,3,15,1,10,11,12,13,6,8,14,9,4,5,7,2,8,3,15,1,10,11,12,13,6,8,14,9,4,5,7,2,14,-7,10.0,,11.0,3.0,0.0,0.0,,1,10,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,3333,40000.0,0,,,0,250000,20000.0,280000.0,,5000000.0,12,23,9,2025,11,24,1,1,1,,,1,1,1,1,2,2732,1,1,2,0,1.61115,2.3797135,4.008844,2
1629298,1972,4,1,4,1,3,4,7,2,0,2,5,8,2025,9,4,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2023,7,2023,8,2,2,,1,5.0,2.0,5000.0,2,,,,,,1,30.0,2,,2,,,,-7,2,,,2,1,1.0,2,4,62,100,5000000.0,FIVE MILLION,12000000.0,Twelve million.,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,0,100,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,10,1,1.0,2.0,2.0,,-9,1,1,-6,,,1,2.0,1,25.0,0.0,,2,,,1,15.0,2.0,1,3,1,1,1,2,1,4,0,0,1,2,1,1,0,6,9,1,5,11,7,12,13,2,8,14,4,3,15,10,8,6,9,1,5,11,7,12,13,2,8,14,4,3,15,10,7,2,100.0,,,,,,0.0,2,3,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,320,4500.0,0,,,0,200000,-9.0,,,,5,5,8,2025,10,53,1,2,1,,,1,1,2,2,2,4661,4,1,4,0,4.27105,5.971265,14.54295,51
1629299,1978,2,1,2,1,1,2,5,2,0,1,6,8,2025,8,36,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,1,100.0,2023,60,2024,3,1,2,,2,,,,2,,,,,,2,,2,,2,,,,2,2,,,2,2,,2,4,1,80,700000.0,Seven hundred thousand,500000.0,Five Hundred Thousand,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,3,,,,,,,,,,,,2,0.0,1.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,50,0,40,10,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,1.0,2024.0,170000.0,1.0,2.0,2.0,2.0,1.0,2.0,700000.0,1,1,1,,1.0,7.0,2,0,,,,,0,,,,0,1,2.0,2.0,2.0,,-9,1,1,-6,,,1,3.0,2,,0.0,,2,,,2,,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,9,2,1,4,14,11,5,13,8,12,6,7,3,10,1,15,9,2,1,4,14,11,5,13,8,12,6,7,3,10,6,4,10.0,,5.0,1.0,5.0,1.0,,3,1,1,2,,,,,,,2,,,10,10,10.0,6.0,2,,,2,,0,0,100,4000.0,30,1.0,,3500,100000,0.0,250000.0,,200000.0,10,6,8,2025,9,39,2,2,1,,,1,1,2,2,4,1079,2,1,2,0,2.7423851,3.2991145,5.109369,18
1629300,1984,4,1,2,1,3,2,8,2,0,1,28,7,2025,9,59,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2012,18,2012,15,2,2,,2,,,,2,,,,,,1,5.0,2,,2,,,,-7,2,,,1,1,1.0,2,4,4,100,4500000.0,Four Million Five Hundred Thousand,3000000.0,Three Million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,-4.0,3.0,3,1,2,1,2,,,2,,2,,,,,,,,,1,-6.0,2.0,3,2,,2,2,70,30,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,6.0,,,2,0,,,,,0,,,,0,2,,,,,240,2,2,-6,,,2,,2,,0.0,,2,,,2,,,3,2,2,3,3,2,2,1,2,1,2,2,2,2,2,4,11,3,12,5,15,8,6,7,14,1,13,2,10,9,1,4,11,3,12,5,15,8,6,7,14,1,13,2,10,9,8,8,7.0,,,,,,0.0,6,1,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,2,345,6210.0,0,,,0,1500000,21000.0,,,,8,28,7,2025,11,0,1,2,1,,,1,1,2,2,2,4100,2,1,4,0,4.6983156,7.494959,13.3507,22
1629301,1990,2,2,2,1,1,2,43,2,0,1,2,8,2025,21,41,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2024,15,2025,10,2,2,,2,,,,1,4.0,3.0,20.0,,16000.0,2,,2,,2,,,,1,2,,,2,1,1.0,1,3,1,100,30000000.0,Thirty Million,-7.0,,97.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,3.0,2,-4.0,3.0,3,-7,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,25,1,2.0,-8.0,2.0,,-9,3,3,2,,3.0,2,,2,,-8.0,,2,,,2,,,0,0,0,-7,1,1,0,1,1,1,1,0,3,0,0,7,12,6,11,10,5,14,9,2,4,15,13,8,3,1,13,7,12,6,11,10,5,14,9,2,4,15,13,8,3,1,50,-7,40.0,,40.0,10.0,39.0,1.0,,10,30,0,2,,,,,,,2,,,0,0,,,2,,,1,2.0,0,0,1142,20000.0,-9,,,40000,3360000,160000.0,-9.0,,-9.0,10,2,8,2025,22,27,1,4,1,,,1,1,2,2,4,1079,2,2,2,0,1.0,1.0,1.5730151,24
1629302,1998,2,2,3,1,1,3,250,2,0,1,18,10,2025,11,1,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2015,50,2015,11,2,2,,1,30.0,2.0,70000.0,1,10.0,2.0,59.0,20.0,,1,40.0,2,,2,,,,2,2,,,1,2,,1,2,1,80,400000000.0,Four hundred million,700000000.0,Seven hundred million,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,1,2,2.0,2.0,,2.0,,,,2.0,,1.0,2.0,2,-4.0,1.0,1,2,2,2,1,1.0,"Production of brown donut cakes, with machinery that currently no one else in Afghanistan possesses.",2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,1,21000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,40,3.0,,0.0,-5.0,40,3.0,,-5.0,2,1,7.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,1,-6.0,2.0,2,,,0,0,2,0,0,0,0,3,0,0,1,2,0,0,0,10,3,2,1,11,7,5,12,9,14,15,13,4,6,8,8,10,3,2,1,11,7,5,12,9,14,15,13,4,6,8,100,250,60.0,,75.0,25.0,30.0,0.0,,5,35,35,2,,,,,,,1,4.0,0.0,0,0,,,2,,,1,2.0,0,0,20800,140425.0,0,,,0,12000000,100000.0,300000000.0,,350000000.0,2,18,10,2025,12,10,1,1,1,,,1,1,2,2,2,1073,3,2,2,0,1.0,1.1599877,1.6717311,38
